,0
3234,"['successful', 'forensic', 'psychiatrist', 'college', 'professor', 'jack', 'gramm', 'evidence', 'responsible', 'sentence', 'serial', 'killer', 'jon', 'forster', 'influence', 'jury', 'time', 'end', 'course', 'charge', 'use', 'rush', 'witness', 'sister', 'show', 'eve', 'murder', 'meet', 'phone', 'name', 'separate', 'eighty', 'life', 'copycatting', 'kill', 'investigate', 'seattle', 'job', 'force', 'living', 'fellow', 'fbi', 'agent', 'friend', 'frank', 'help', 'kim', 'weird', 'tough', 'security', 'guard', 'campus', 'woman', 'night', 'base']"
3235,"['stan', 'quiet', 'sole', 'detective', 'new', 'york', 'city', 'clear', 'gruesome', 'face', 'serial', 'underground', 'officer', 'lose', 'life', 'set', 'like', 'get', 'show', 'killer', 'equipment', 'former', 'film', 'work', 'tableau', 'clue', 'base', 'take', 'good', 'artistic', 'force', 'couple', 'carl', 'want', 'love', 'return', 'home', 'race', 'keep', 'kill', 'person', 'close']"
3236,"['academic', 'freedom', 'crush', 'order', 'ben', 'stein', 'struggle', 'join', 'attack', 'push', 'search', 'possibility', 'thinking', 'intent', 'alternative', 'darwinism', 'release', 'question', 'mainstream', 'living', 'contact', 'nazism', 'communism', 'abortion', 'vintage', 'time', 'educational', 'hollywood', 'use', 'illustrate', 'satirical', 'way']"
3237,"['american', 'teenager', 'obsess', 'kong', 'film', 'kung', 'fu', 'take', 'extraordinary', 'find', 'chinatown', 'pawnshop', 'legendary', 'get', 'chinese', 'sage', 'warrior', 'monkey', 'power', 'lose', 'relic', 'deal', 'trip', 'ancient', 'china', 'join', 'crew', 'martial', 'dangerous', 'quest', 'free', 'jail']"
3238,"['dramatic', 'thriller', 'diana', 'suburban', 'wife', 'mother', 'get', 'head', 'perfect', 'life', 'sanity', 'anniversary', 'tragic', 'high', 'school', 'charge', 'vibrant', 'schooler', 'shy', 'best', 'friend', 'maureen', 'game', 'typical', 'teenage', 'contract', 'classfantasizing', 'son', 'give', 'sleepy', 'suburb', 'start', 'chance', 'former', 'haunt', 'song', 'relationship', 'day', 'coming', 'disrupt', 'idyllic', 'top', 'professor', 'husband', 'paul', 'young', 'daughter', 'emma', 'run', 'new', 'take', 'close', 'black', 'mysterious', 'secret']"
3239,"['morgan', 'spurlock', 'wife', 'find', 'look', 'child', 'dangerous', 'world', 'face', 'multiple', 'terrorist', 'environmental', 'decide', 'lead', 'want', 'osama', 'bin', 'laden', 'defense', 'coach', 'take', 'medical', 'trip', 'morocco', 'egypt', 'jordan', 'israel', 'afghanistan', 'pakistan', 'amongst', 'try', 'settle', 'care', 'escape', 'american', 'army', 'decade', 'mother', 'due', 'bias', 'coverage', 'arab', 'hostile', 'rest', 'stay', 'play', 'school', 'hospitable', 'age', 'aware', 'wrong', 'alien', 'policy', 'jihad', 'taliban', 'osamas', 'threat', 'hostility', 'america', 'saudi', 'arabia', 'ground', 'country', 'name', 'war', 'hope', 'continue', 'able', 'many', 'break', 'provide', 'live', 'get']"
3240,"['true', 'story', 'last', 'rehearsal', 'young', 'heart', 'chorus', 'northampton', 'ordinary', 'age', 'many', 'master', 'health', 'enter', 'music', 'unexpected', 'start', 'stereotype', 'group', 'do', 'case', 'brown', 'sonic', 'turn', 'europe', 'talk', 'royalty', 'bill', 'focus', 'train', 'new', 'easy', 'try', 'concert', 'family', 'town', 'follow', 'spite', 'several', 'real', 'develop']"
3241,"['successful', 'single', 'businesswoman', 'kate', 'holbrook', 'order', 'career', 'personal', 'life', 'learn', 'child', 'plan', 'curve', 'globe', 'name', 'chance', 'mother', 'pregnant', 'undaunted', 'take', 'provide', 'turn', 'daughter', 'angie', 'ostrowiski', 'get', 'unlikely', 'surrogate', 'simple', 'enough', 'watch', 'head', 'surrogacy', 'heart', 'precision', 'nest', 'fashion', 'understand', 'childcare', 'proof', 'apartment', 'research', 'top', 'pre', 'prepare', 'scheme', 'become', 'sister', 'mom', 'show', 'doorstep', 'home', 'live', 'unstoppable', 'force', 'immovable', 'target', 'construction', 'vibrant', 'perfect', 'heavy', 'struggle', 'way', 'training', 'arrival', 'drive', 'war', 'theyll', 'family', 'youre', 'expect']"
3242,"['police', 'school', 'graduate', 'alex', 'stillman', 'isnt', 'happy', 'junior', 'clerk', 'domineer', 'fast', 'find', 'distraction', 'gift', 'internet', 'poker', 'player', 'legendary', 'tommy', 'vinson', 'retire', 'wife', 'interest', 'offer', 'manager', 'half', 'golden', 'take', 'win', 'vega', 'coach', 'center', 'bluff', 'dirty', 'get', 'step', 'daughter', 'end', 'embark', 'world', 'turn', 'grand', 'last']"
3243,"['guy', 'mouse', 'jonathan', 'mcquarry', 'auditor', 'manhattan', 'go', 'situation', 'break', 'turn', 'do', 'world', 'make', 'wyatt', 'bose', 'stick', 'theyre', 'cell', 'trade', 'phone', 'series', 'demand', 'free', 'tonight', 'name', 'sex', 'order', 'busy', 'powerful', 'see', 'return', 'love', 'find', 'underground', 'get', 'escape', 'emerge', 'face', 'take', 'force', 'money']"
3244,"['morning', 'return', 'white', 'castle', 'road', 'trip', 'harold', 'kumar', 'decide', 'get', 'doesnt', 'want', 'await', 'decade', 'find', 'maria', 'plane', 'new', 'bong', 'line', 'believe', 'hold', 'place', 'guantanamo', 'bay', 'care', 'escape', 'take', 'way', 'florida', 'head', 'texas', 'ex', 'unite', 'colton', 'intercede', 'washington', 'behalf', 'thing', 'vanessa', 'live', 'interest', 'legal', 'weed', 'amsterdam', 'seem', 'long']"
3245,"['handful', 'see', 'chance', 'take', 'steal', 'cross', 'massive', 'world', 'eating', 'wolf', 'thriller', 'pete', 'mckell', 'michael', 'vartan', 'writer', 'american', 'trip', 'magazine', 'put', 'save', 'story', 'vacationing', 'tough', 'northern', 'australia', 'cruise', 'thats', 'family', 'great', 'crocodile', 'universe', 'hard', 'kate', 'ryan', 'radha', 'mitchell', 'answer', 'guide', 'find', 'harsh', 'aussie', 'eclectic', 'change', 'include', 'russell', 'john', 'jarratt', 'share', 'end', 'wife', 'simon', 'stephen', 'dress', 'tactless', 'photographer', 'allen', 'geoff', 'morrell', 'member', 'british', 'upper', 'crust', 'work', 'pain', 'mate', 'heather', 'rambunctious', 'daughter', 'mia', 'wasikowska', 'kates', 'old', 'husband', 'turn', 'river', 'former', 'voyage', 'interest', 'trade', 'attempt', 'base', 'clever', 'love', 'trap', 'target', 'dinner']"
3246,"['paris', 'young', 'american', 'jackson', 'see', 'alike', 'marilyn', 'monroe', 'commune', 'scotland', 'charlie', 'chaplin', 'daughter', 'shirley', 'temple']"
3247,"['take', 'honor', 'roll', 'tom', 'hannah', 'platonic', 'friend', 'he', 'serial', 'dater', 'want', 'marriage', 'hasnt', 'get', 'good', 'pop', 'believe', 'relationship', 'real', 'maid', 'hold', 'try', 'stop', 'romance']"
3248,"['way', 'rule', 'los', 'mike', 'terry', 'jujitsu', 'take', 'see', 'brazilian', 'wife', 'family', 'push', 'want', 'find', 'band', 'work', 'money', 'rival', 'degrade', 'woman', 'car', 'left', 'sequence', 'charge', 'window', 'eve', 'action', 'film', 'lead', 'fistfight', 'bar', 'return', 'worker', 'befriend', 'gift', 'turn', 'new', 'start', 'job', 'get', 'dark', 'ride', 'pick']"
3249,"['year', 'old', 'april', 'childish', 'husband', 'school', 'teacher', 'fellow', 'benjaminben', 'leaf', 'biological', 'clock', 'mark', 'break', 'bossy', 'adoptive', 'mother', 'vocal', 'disappointment', 'born', 'son', 'freddy', 'doctor', 'read', 'shy', 'charm', 'british', 'writer', 'frank', 'dote', 'jimmy', 'ray', 'lead', 'good', 'fling', 'thing', 'time', 'bernice', 'settle', 'try', 'ground', 'relationship', 'top', 'line', 'look', 'sister']"
3250,"['everything', 'sale', 'whats', 'value', 'love', 'jesus', 'makeup', 'company', 'draw', 'havana', 'dream', 'performer', 'take', 'chance', 'onstage', 'strange', 'emerge', 'push', 'face', 'father', 'angel', 'old', 'boxer', 'absent', 'life', 'fifteen', 'son', 'encounter', 'match', 'story', 'struggle', 'see', 'get', 'family']"
3251,"['los', 'hospital', 'child', 'find', 'give', 'arm', 'roy', 'walker', 'film', 'stunt', 'world', 'stage', 'paralyze', 'return', 'quest', 'complicate', 'story', 'alter', 'kill', 'buy', 'provincial', 'governor', 'alexandria', 'guide', 'pharmacy', 'morphine', 'wild', 'end', 'seem', 'close', 'deal']"
3252,"['upper', 'racer', 'young', 'world', 'born', 'run', 'finish', 'win', 'crucible', 'cross', 'country', 'car', 'exchange', 'call', 'life', 'former', 'brother', 'king', 'fast', 'family', 'job', 'move', 'kill', 'mom', 'intent', 'mach', 'owner', 'royalton', 'take', 'lucrative', 'offer', 'refuse', 'anger', 'expose', 'secret', 'top', 'corporate', 'include', 'get', 'betray', 'realize', 'gain', 'want', 'control', 'find', 'living', 'girl', 'trixie', 'partnership', 'time', 'rival', 'go', 'attempt', 'rescue', 'play']"
3253,"['tracey', 'berkowitz', 'self', 'name', 'normal', 'daughter', 'lose', 'year', 'old', 'brother', 'sonny', 'fragment', 'see', 'overbear', 'fresh', 'clueless', 'learn', 'navigate', 'high', 'school', 'friendless', 'pick', 'ride', 'thing', 'new', 'student', 'think', 'boyfriend', 'find', 'day', 'try', 'turn', 'lead', 'free', 'city', 'coach', 'roll', 'shower', 'curtain', 'fall', 'age', 'go']"
3254,"['set', 'hell', 'city', 'story', 'roll', 'name', 'take', 'married', 'come', 'night', 'debauchery', 'win', 'huge', 'jackpot', 'encounter', 'quarter', 'unhappy', 'couple', 'try', 'undermine', 'money', 'return', 'way']"
3255,"['mexican', 'american', 'family', 'get', 'sexual', 'form', 'summer']"
3256,"['paranoid', 'registrant', 'executive', 'department', 'world', 'safe', 'erroll', 'babbage', 'force', 'former', 'retirement', 'due', 'abusive', 'behavior', 'sex', 'monitor', 'spend', 'last', 'coach', 'replacement', 'allison', 'lowry', 'year', 'old', 'harriet', 'believe', 'escape', 'country', 'turn', 'errol', 'convince', 'disappearance', 'concern', 'word', 'come', 'mad', 'underworld', 'pornography', 'try', 'find', 'daughter']"
3257,"['political', 'satire', 'set', 'turaqistan', 'country', 'engage', 'american', 'secret', 'corporation', 'move', 'old', 'vice', 'president', 'drive', 'monopolize', 'war', 'pull', 'land', 'ceo', 'trouble', 'murder', 'world', 'kill', 'heart', 'east', 'oil', 'minister', 'struggle', 'get', 'beat', 'deal', 'show', 'producer', 'order', 'commit', 'former', 'defend', 'hide', 'prepare', 'high', 'profile', 'marriage', 'yonica', 'horrific', 'eastern', 'lead', 'save', 'sexy', 'give', 'wing', 'reporter', 'break']"
3258,"['dramatization', 'presidential', 'election', 'al', 'gore', 'presidency', 'george', 'west', 'bush', 'take', 'florida', 'vote', 'look', 'popular', 'ronald', 'klain', 'michael', 'whouley', 'race', 'truth', 'james', 'baker', 'trio', 'wrong', 'voting', 'equipment', 'secretary', 'land', 'katherine', 'harris', 'day', 'stalemate']"
3259,"['true', 'story', 'beautiful', 'charismatic', 'unstable', 'barbara', 'daly', 'married', 'year', 'baekeland', 'bakelite', 'lot', 'child', 'failure', 'heart', 'get', 'close', 'alien', 'mother', 'tragedy', 'sow']"
3260,"['small', 'town', 'tae', 'kwon', 'teacher', 'fred', 'force', 'get', 'power', 'land', 'old', 'star', 'mr', 'fantasy', 'hero', 'cat', 'truck', 'wallace', 'b', 'film', 'martial', 'lead', 'feature', 'self', 'proclaim', 'position', 'demo', 'demonstration', 'cant', 'complete', 'save', 'life', 'vulnerability', 'rest', 'adoration', 'wife', 'suzie', 'failing', 'bubble', 'open', 'cheating', 'new', 'boss', 'leaf', 'find', 'case', 'shell', 'downward', 'spiral', 'struggle', 'step', 'anyone', 'lose', 'work', 'shoot', 'julio', 'year', 'apprentice', 'henry', 'harrison', 'obvious', 'trust', 'trouble', 'eccentric', 'best', 'friend', 'mike', 'mcallister', 'take', 'pilgrimage', 'see', 'big', 'artist', 'time', 'rule', 'go', 'wild', 'expedition', 'escape', 'become', 'trip', 'crew', 'party', 'do', 'school', 'coming', 'belt', 'condition', 'screen', 'inspire', 'renew', 'realize', 'head', 'top', 'game', 'shock', 'unexpected', 'return', 'family', 'hollywood', 'seem', 'end', 'face', 'try', 'heart']"
3261,"['go', 'beautiful', 'new', 'york', 'apartment', 'carrie', 'bradshaw', 'mr', 'big', 'take', 'arbitrary', 'decision', 'married', 'marriage', 'anything', 'hasty', 'thing', 'client', 'number', 'prime', 'expect', 'simple', 'judge', 'gown', 'return', 'way', 'enormous', 'world', 'see', 'gigantic', 'cream', 'pull', 'coming', 'picture', 'spread', 'style', 'order', 'result', 'home', 'library', 'heart', 'meanwhile', 'girl', 'samantha', 'sexpot', 'charlotte', 'fresh', 'naïf', 'miranda', 'set', 'perfectionist', 'happy', 'least', 'couldnt', 'unrealized', 'hope', 'mother', 'pregnant', 'get', 'love', 'place', 'relationship', 'heavy', 'think', 'unhappiness', 'make', 'steve', 'betray', 'rape', 'passion', 'play', 'chance', 'situation', 'wild', 'mean', 'remark']"
3262,"['return', 'marriage', 'reception', 'couple', 'stay', 'isolate', 'vacation', 'home', 'meet', 'knock', 'door', 'mid', 'night', 'wild', 'invasion', 'face', 'hide', 'mask', 'find', 'struggle', 'get', 'believe', 'able', 'order', 'go']"
3263,"['epic', 'story', 'young', 'genghis', 'khan', 'former', 'life', 'go', 'get', 'legendary', 'conqueror', 'year', 'old', 'temüjin', 'take', 'trip', 'father', 'prize', 'daughter', 'future', 'wife', 'börte', 'order', 'care', 'chosen', 'return', 'marry', 'temüjins', 'poison', 'break', 'son', 'starvation', 'humiliation', 'börtes', 'help', 'childhood', 'big', 'world', 'love']"
3264,"['doug', 'stauber', 'ready', 'promotion', 'married', 'want', 'buy', 'home', 'help', 'director', 'chicago', 'supermarket', 'make', 'new', 'store', 'neighborhood', 'boss', 'tell', 'shoo', 'care', 'rival', 'seem', 'richard', 'wehlner', 'transport', 'canada', 'mysterious', 'resume', 'nice', 'wife', 'daughter', 'carry', 'friend', 'fellow', 'competition', 'enemy', 'motivational', 'he', 'solve', 'follow', 'corporate', 'personal', 'look']"
3265,"['nurse', 'ardent', 'desire', 'best', 'cut', 'throat', 'world', 'mossad', 'fine', 'agent', 'zohan', 'assume', 'chance', 'name', 'stop', 'fake', 'end', 'violent', 'struggle', 'arch', 'curse', 'shadow', 'high', 'work', 'dream', 'get', 'true', 'new', 'york', 'ambitious', 'country', 'job', 'stylish', 'hair', 'salon', 'beautiful', 'palestinian', 'dalia', 'seem', 'turn', 'plan', 'past', 'blow', 'hide', 'fight', 'complete', 'save', 'lifestyle', 'meanwhile', 'try', 'win', 'heart', 'boss', 'dazzle', 'hairstyling']"
3266,"['unexpected', 'desperate', 'place', 'name', 'capacity', 'love', 'duty', 'young', 'englishman', 'george', 'hogg', 'get', 'lead', 'sixty', 'orphan', 'journey', 'perilous', 'snow', 'hold', 'liu', 'pan', 'safe', 'edge', 'mongolian', 'abandon', 'think', 'courage', 'take', 'living', 'chen', 'leader', 'chinese', 'communist', 'partisan', 'group', 'close', 'friend', 'find', 'return', 'lee', 'gay', 'australian', 'war', 'become', 'unsentimental', 'healer', 'horseback', 'way', 'befriend', 'madame', 'wang', 'blue', 'survivor', 'move', 'help', 'lot', 'home', 'western', 'end', 'big', 'wall', 'china']"
3267,"['elliot', 'high', 'school', 'science', 'teacher', 'quiz', 'year', 'day', 'article', 'new', 'york', 'sudden', 'secret', 'disappearance', 'nature', 'something', 'inexplicable', 'order', 'end', 'theory', 'get', 'urgent', 'dilemma', 'planet', 'key', 'park', 'behavior', 'everyone', 'eccentric', 'horrible', 'way', 'strange', 'city', 'wife', 'alma', 'jess', 'young', 'daughter', 'friend', 'guide', 'move', 'hide', 'enough']"
3268,"['draw', 'gamma', 'bomb', 'incredible', 'giant', 'story', 'dr', 'bruce', 'banner', 'attempt', 'cure', 'unique', 'term', 'case', 'become', 'monster', 'park', 'emotional', 'focus', 'whilst', 'move', 'military', 'get', 'close', 'lose', 'new', 'animal', 'emerge', 'abomination']"
3269,"['isaac', 'knott', 'world', 'radio', 'reporter', 'new', 'york', 'wheelchair', 'machine', 'accident', 'break', 'rebound', 'relationship', 'take', 'tip', 'want', 'disabled', 'offer', 'money', 'cut', 'arm', 'group', 'wannabe', 'none', 'talk', 'see', 'fiona', 'ankany', 'art', 'conservator', 'attractive', 'draw', 'desire', 'couple', 'wing', 'doctor', 'sense', 'fionas', 'quid', 'story']"
3270,"['american', 'maxwell', 'smart', 'turn', 'government', 'spy', 'way', 'administrative', 'capacity', 'head', 'situation', 'attempt', 'boss', 'put', 'sexy', 'agent', 'much', 'chagrin', 'pair', 'set', 'fighting', 'jump', 'plane', 'bring', 'russian', 'district', 'come', 'tall', 'pound', 'tough', 'love', 'dalip', 'handicapped', 'compromise', 'ice', 'america', 'found', 'bomb', 'explode', 'concert']"
3271,"['kit', 'kittredge', 'american', 'secret', 'young', 'daughter', 'know', 'struggle', 'big', 'low', 'year', 'old', 'life', 'room', 'home', 'cincinnati', 'ohio', 'love', 'save', 'amp', 'something', 'order', 'local', 'newspaper', 'someday', 'help', 'sterling', 'ruthie', 'dream', 'get', 'true']"
3272,"['expect', 'grow', 'havemahkeeta', 'india', 'universe', 'maurice', 'deepak', 'chopra', 'alive', 'tugginmypudha', 'approving', 'chastity', 'belt', 'order', 'waist', 'much', 'chagrin', 'ground', 'guru', 'pitka', 'america', 'care', 'seem', 'show', 'jane', 'bullard', 'maple', 'leaf', 'counsel', 'lead', 'hockey', 'player', 'darren', 'roanoke', 'wife', 'prudence', 'grande', 'base', 'command', 'mother', 'lilian', 'hold', 'hilarious']"
3273,"['taylor', 'mendon', 'hollywood', 'scriptwriter', 'small', 'rebound', 'booze', 'save', 'mirthless', 'ride', 'com', 'look', 'wife', 'sister', 'name', 'want', 'help', 'year', 'old', 'niece', 'amanda', 'get', 'hooker', 'vega', 'find', 'give', 'stay', 'expensive', 'rehab', 'heart', 'nevada', 'go', 'adventure', 'earnest', 'use', 'money', 'loan', 'casino', 'cheerful', 'prostitute', 'uninterested', 'reclaim', 'win', 'redemption', 'life', 'different']"
3274,"['young', 'world', 'find', 'lose', 'father', 'assassin', 'murder', 'son', 'raise', 'old', 'system', 'take', 'make', 'come']"
3275,"['pediatrician', 'dr', 'alexandre', 'beck', 'françois', 'cluzet', 'escape', 'love', 'wife', 'margot', 'marie', 'josée', 'croze', 'murder', 'prize', 'suspect', 'get', 'remains', 'dump', 'open', 'face', 'alex', 'secret', 'meet', 'east', 'post', 'record', 'former', 'live']"
3276,"['friendship', 'love', 'fall', 'age', 'new', 'york', 'city', 'summer', 'luke', 'shapiro', 'graduate', 'high', 'school', 'deal', 'corporation', 'therapy', 'psychologist', 'dr', 'jeffrey', 'squire', 'draw', 'classmate', 'stephanie', 'who', 'league', 'step', 'attend', 'get', 'ice', 'cream', 'pushcart', 'take', 'become', 'backdrop', 'wife']"
3277,"['young', 'throw', 'try', 'take', 'talk', 'dance', 'posse', 'gift', 'receive', 'garden', 'party', 'heart', 'story', 'year', 'old', 'april', 'move', 'big', 'place', 'hope', 'find', 'do', 'doesnt', 'get', 'navigate', 'los', 'group', 'struggle', 'track', 'dream', 'dark', 'widow', 'network', 'sexy', 'corporation', 'share', 'realtor', 'make', 'st', 'clair', 'anyone', 'victim', 'kinky']"
3278,"['write', 'world', 'evil', 'russian', 'secret', 'grigory', 'rasputin', 'hellboy', 'red', 'hide', 'gun', 'tote', 'monster', 'strange', 'protector', 'struggle', 'office', 'paranormal', 'research', 'defense', 'continue', 'werent', 'enough', 'powerful', 'elven', 'prince', 'nuada', 'turn', 'think', 'top', 'indestructible', 'gold', 'army', 'omnipotent', 'host', 'clockwork', 'destroy', 'new', 'threaten', 'hope', 'stay', 'lizs', 'old', 'ectoplasmic', 'johann', 'krauss', 'supernatural', 'seem', 'meet', 'nuadas', 'unstoppable', 'bit', 'chew']"
